0;0.96403;1.90447;0.95807;1.49999;1.60523;1.94829;1.87966;1.91222;12;1.88225;1.95627;
0.96403;0;0.97996;1.37765;0.83573;0.94795;0.99125;0.91563;0.97035;12;0.95047;1.95169;
1.90447;0.97996;0;0.9464;1.48833;1.59356;1.93662;1.8956;1.90055;12;1.87059;0.97173;
0.95807;1.37765;0.9464;0;0.54193;0.64716;0.99022;0.95597;0.95415;12;0.92419;0.9982;
1.49999;0.83573;1.48833;0.54193;0;1.18909;1.53215;1.4979;1.49608;12;1.46611;1.54013;
1.60523;0.94795;1.59356;0.64716;1.18909;0;1.63738;1.60313;1.60131;12;1.57135;1.64536;
1.94829;0.99125;1.93662;0.99022;1.53215;1.63738;0;1.90688;1.94437;12;1.91441;1.98842;
1.87966;0.91563;1.8956;0.95597;1.4979;1.60313;1.90688;0;1.88598;12;1.86611;1.95417;
1.91222;0.97035;1.90055;0.95415;1.49608;1.60131;1.94437;1.88598;0;12;1.87834;1.95235;
12;12;12;12;12;12;12;12;12;0;12;12;
1.88225;0.95047;1.87059;0.92419;1.46611;1.57135;1.91441;1.86611;1.87834;12;0;1.92239;
1.95627;1.95169;0.97173;0.9982;1.54013;1.64536;1.98842;1.95417;1.95235;12;1.92239;0;
