0;1.91712;0.9611;1.89278;1.8731;0.93997;1.48189;1.58713;1.93646;1.89702;2.89542;1.9091;1.88841;2.03853;2.02949;1.93019;1.76829;1.87673;1.76641;1.74756;2.77952;2.79675;2.50063;2.76482;1.93651;2.74452;2.75342;2.81452;1.92508;2.91368;2.87621;2.06982;2.79863;1.94763;2.85719;1.79661;1.85938;1.91931;2.13404;1.92241;1.91676;1.92244;1.93217;1.93952;1.87784;3.72148;1.91561;2.88774;1.14598;1.15043;1.62697;3.41813;1.17077;
1.91712;0;0.9811;1.92996;1.91028;0.97715;1.51908;1.62431;1.97364;1.91702;2.91542;1.94628;1.92559;2.07571;2.06668;1.96737;1.80548;1.89674;1.80359;1.78475;2.79952;2.81675;2.53781;2.78482;1.97369;2.76452;2.77342;2.83452;1.96226;2.95086;2.91339;2.107;2.83582;1.96764;2.89437;1.83379;1.89657;1.9565;2.17123;1.9596;1.95394;1.95962;1.96935;1.9767;1.91503;3.75867;1.95279;2.92492;1.18317;1.18761;1.66415;3.45531;1.20795;
0.9611;0.9811;0;2.33047;0.93643;1.37765;0.83573;0.94795;2.37414;0.93592;1.93432;1.94158;0.96869;1.79185;1.18395;0.99125;0.92275;0.91563;0.95416;0.97373;1.81842;1.83565;1.81012;1.80372;0.9978;1.78342;1.79232;1.85342;2.36277;1.99513;1.99513;2.5075;1.9913;0.98653;1.96065;0.9567;2.29707;2.357;2.57173;2.3601;2.35445;2.36013;2.36986;2.3772;2.31553;2.91415;2.35329;1.9947;1.58367;1.58812;0.8284;2.72762;1.60845;
1.89278;1.92996;2.33047;0;1.88595;0.95281;1.49474;1.59998;1.9493;1.8983;2.8967;1.92195;1.90126;2.05138;2.04234;1.94303;1.78114;1.90878;1.77926;1.76041;1.9805;2.79803;2.51348;2.7661;1.94935;2.7458;2.7547;0.9808;1.93793;2.92653;2.88906;2.08266;2.81148;3.317;2.87003;1.80945;1.87223;1.93216;2.14689;1.93526;1.92961;1.93529;1.94502;1.95236;1.89069;3.73433;1.92845;2.90059;1.15883;1.16328;1.63981;3.43098;1.18361;
1.8731;1.91028;0.93643;1.88595;0;0.93313;1.47506;1.5803;1.92962;1.87235;2.87075;1.90227;1.88158;2.0317;2.02266;1.92335;1.76146;1.85206;1.75958;1.74073;2.75485;2.77208;2.4938;2.74015;1.92967;2.71985;2.72875;2.78985;1.91825;2.90685;2.86938;2.06298;2.7918;1.92296;2.85035;1.78977;1.85255;1.91248;2.12721;1.91558;1.90993;1.91561;1.92534;1.93268;1.87101;3.71465;1.90877;2.88091;1.13915;1.1436;1.62013;3.4113;1.16393;
0.93997;0.97715;1.37765;0.95281;0.93313;0;0.54193;0.64716;0.99649;2.02236;1.99509;0.96913;0.94844;1.09856;1.08953;0.99022;0.82833;0.95597;0.82644;0.8076;1.96013;2.73973;1.56066;2.01183;0.99654;1.91051;1.99624;1.93361;0.98511;1.97371;1.93624;1.12985;1.85867;2.36419;1.91722;0.85664;0.91942;0.97935;1.19408;0.98245;0.97679;0.98247;0.9922;0.99955;0.93788;2.78152;0.97564;1.94777;0.20602;0.21046;0.687;2.47816;0.2308;
1.48189;1.51908;0.83573;1.49474;1.47506;0.54193;0;1.18909;1.53842;1.77165;2.53702;1.51106;1.49037;1.64049;1.63145;1.53215;1.37025;1.4979;1.36837;1.34952;2.50206;2.67137;2.10259;2.55376;1.53847;2.45244;2.53817;2.47554;1.52704;2.51564;2.47817;1.67178;2.40059;1.82226;2.45915;1.39857;1.46134;1.52128;1.736;1.52437;1.51872;1.5244;1.53413;1.54148;1.4798;3.32344;1.51757;2.4897;0.74794;0.75239;1.22893;3.02009;0.77273;
1.58713;1.62431;0.94795;1.59998;1.5803;0.64716;1.18909;0;1.64365;1.7877;2.64225;1.61629;1.59561;1.74572;1.73669;1.63738;1.47549;1.60313;1.47361;1.45476;2.60729;2.68743;0.9135;2.6555;1.6437;2.55767;2.6434;2.58078;1.63228;2.62088;2.5834;1.77701;2.50583;1.93448;2.56438;1.5038;1.56658;1.62651;1.84124;1.62961;1.62396;1.62964;1.63936;1.64671;1.58504;3.42868;1.6228;2.59494;0.85318;0.85762;1.33416;1.831;0.87796;
1.93646;1.97364;2.37414;1.9493;1.92962;0.99649;1.53842;1.64365;0;1.997;0.9986;1.96562;1.94493;2.09505;2.08601;1.98671;1.82481;1.95246;1.82293;1.80409;2.8795;2.89673;2.55715;2.8648;1.99303;2.8445;2.8534;2.9145;1.9816;2.9702;2.93273;2.12634;2.85516;3.36068;2.91371;1.85313;1.91591;1.97584;2.19057;1.97894;1.97328;1.97896;1.98869;1.99604;1.93437;3.77801;1.97213;2.94426;1.20251;1.20695;1.68349;3.47465;1.22729;
1.89702;1.91702;0.93592;1.8983;1.87235;2.02236;1.77165;1.7877;1.997;0;0.9984;2.28933;1.9046;0.9238;1.5317;1.92717;1.7929;1.85155;1.89008;1.90964;0.8825;0.89973;0.8742;0.8678;1.8561;0.8475;0.8564;0.9175;3.00748;2.85343;1.76148;2.75023;1.7462;1.92245;2.89657;1.89262;2.68545;3.00171;2.80263;2.80498;2.99916;2.7917;2.81151;3.02191;2.96024;2.66905;2.998;1.8894;1.8264;1.8119;1.76432;1.7917;2.25316;
