0;1.89803;2.31762;3.28774;1.8731;0.93997;1.48189;1.92729;2.89788;1.88841;2.04858;2.02949;1.76829;1.89594;1.23497;1.74756;2.91045;2.75781;1.79369;2.9728;1.91725;1.93651;3.80048;2.80398;2.71383;2.76908;1.86645;1.93199;1.85938;1.84254;1.86161;1.80671;1.92792;1.92302;2.10848;1.93217;1.84092;1.90396;1.93952;1.85537;1.87171;1.66041;1.91561;1.12631;1.14598;1.7895;0.95885;1.13669;
1.89803;0;0.96403;1.93415;1.8912;0.95807;1.49999;1.94539;2.91598;1.90651;2.06668;2.04759;1.78639;1.91404;1.25307;1.76566;2.92855;2.77591;1.81179;2.9909;1.93535;1.95461;3.81858;2.82208;2.73193;2.78718;1.88455;1.95009;1.87748;1.86064;1.87971;1.82481;1.94602;1.94112;2.12658;1.95027;1.85902;1.92206;1.95762;1.87347;1.88981;1.67851;1.93371;1.14441;1.16408;1.8076;0.96106;1.15479;
2.31762;0.96403;0;0.97012;2.31079;1.37765;0.83573;2.36497;2.86842;2.3261;2.48627;2.46718;2.20598;2.33363;1.67265;2.18525;1.99361;2.95062;2.23138;2.9367;2.35494;0.9978;3.77102;1.996;1.95092;1.99513;2.30414;2.36968;2.29707;2.28023;2.2993;2.2444;2.36561;2.36071;2.54617;2.36986;2.27861;2.34164;2.3772;2.29305;2.3094;2.0981;2.35329;1.56399;1.58367;2.22719;1.92509;1.57438;
3.28774;1.93415;0.97012;0;3.28091;2.34777;1.80584;3.33509;1.8983;3.29622;1.85163;2.76668;3.02788;3.30374;2.64277;3.15537;2.96373;1.9805;3.2015;3.70999;3.32505;1.96792;2.8009;2.8882;0.9808;2.83043;3.27425;3.3398;1.9436;1.90389;3.26942;2.9316;3.33573;3.33083;3.34033;3.33997;3.24873;3.31176;3.34732;3.26317;3.27952;3.06821;3.32341;2.53411;2.55379;1.90513;2.89521;2.5445;
1.8731;1.8912;2.31079;3.28091;0;0.93313;1.47506;1.92045;2.89104;1.88158;2.04175;2.02266;1.76146;1.8891;1.22813;1.74073;2.90361;2.75098;1.78686;2.96597;1.91042;1.92967;3.79364;2.79715;2.707;2.76225;1.85962;1.92516;1.85255;1.83571;1.85478;1.79988;1.92109;1.91619;2.10165;1.92534;1.83409;1.89712;1.93268;1.84853;1.86488;1.65358;1.90877;1.11947;1.13915;1.78267;0.93565;1.12986;
0.93997;0.95807;1.37765;2.34777;0.93313;0;0.54193;0.98732;1.95791;0.94844;1.10862;1.08953;0.82833;0.95597;0.295;0.8076;1.97048;1.81785;0.85372;2.03283;0.97728;0.99654;2.86051;1.86402;1.77387;1.82912;0.92648;0.99202;0.91942;0.90257;0.92164;0.86675;0.98796;0.98306;1.16852;0.9922;0.90096;0.96399;0.99955;0.9154;0.93175;0.72044;0.97564;0.18634;0.20602;0.84953;0.9982;0.19672;
1.48189;1.49999;0.83573;1.80584;1.47506;0.54193;0;1.52925;2.49984;1.49037;1.65054;1.63145;1.37025;1.4979;0.83693;1.34952;2.51241;2.35977;1.39565;2.57476;1.51921;1.53847;3.40244;2.40594;2.31579;2.37104;1.46841;1.53395;1.46134;1.4445;1.46357;1.40867;1.52988;1.52498;1.71044;1.53413;1.44288;1.50592;1.54148;1.45733;1.47367;1.26237;1.51757;0.72827;0.74794;1.39146;1.54013;0.73865;
1.92729;1.94539;2.36497;3.33509;1.92045;0.98732;1.52925;0;2.94523;1.93576;2.09594;2.07685;1.81565;1.94329;1.28232;1.79492;2.9578;2.80517;1.84104;3.02015;1.9646;1.98386;3.84783;2.85134;2.76119;2.81644;1.9138;1.97934;1.90674;1.88989;1.90896;1.85407;1.97527;1.97038;2.15584;1.97952;1.88827;1.95131;1.98687;1.90272;1.91907;1.70776;1.96296;1.17366;1.19334;1.83685;0.98691;1.18404;
2.89788;2.91598;2.86842;1.8983;2.89104;1.95791;2.49984;2.94523;0;1.55088;1.78833;0.86838;1.12958;1.43328;1.66685;1.82098;2.90654;1.9172;1.72713;1.81169;2.93519;1.91072;0.9026;2.75239;0.9175;2.76713;2.88439;1.84938;1.8803;1.84059;2.87955;2.82466;2.94587;2.94097;1.44203;2.95011;1.80077;1.82979;2.95746;2.87331;1.84664;1.84277;2.93355;2.14425;2.16393;1.84183;2.95611;2.15463;
1.88841;1.90651;2.3261;3.29622;1.88158;0.94844;1.49037;1.93576;1.55088;0;2.05706;0.6825;0.9437;1.2474;1.24344;1.6351;2.91892;2.76629;1.54125;1.62581;1.92573;1.94498;2.45348;2.56651;2.46838;2.77756;1.87493;1.6635;1.86786;1.85102;1.87009;1.81519;1.9364;1.9315;1.25615;1.94065;1.61488;1.64391;1.94799;1.86384;1.66075;1.65689;1.92408;1.13478;1.15446;1.79798;1.94664;1.14517;
