0;0.9611;1.94106;1.93122;1.89029;2.33875;1.79683;1.90905;3.7664;3.19927;1.92979;3.04953;2.44163;2.70283;1.87673;2.63375;1.93483;1.93145;2.84468;3.13604;3.29706;1.9589;2.80735;2.86105;2.8489;2.85073;3.24414;3.26039;3.87193;3.18509;1.9178;2.87972;1.9055;3.73254;1.94721;3.3212;3.50739;3.01528;3.33096;51;3.30001;3.30274;3.28538;3.0592;2.52509;2.54477;2.9489;3.18829;0.95885;1.7895;3.7664;
0.9611;0;0.97996;0.97012;0.93979;1.37765;0.83573;0.94795;2.8053;2.23817;0.96869;2.08843;1.48053;1.74173;0.91563;1.67265;0.97373;0.97035;1.88358;2.17494;2.33596;0.9978;1.84625;1.89995;1.8878;1.88963;2.28304;2.29929;2.91083;2.22399;0.9567;1.91862;0.9444;2.77144;2.36561;2.3601;2.54629;2.05418;2.36986;51;2.33891;2.34164;2.32428;2.0981;1.56399;1.58367;1.9878;2.22719;1.87123;0.8284;2.8053;
1.94106;0.97996;0;1.95008;1.86116;0.9464;1.48833;1.92791;2.735;1.91553;1.89484;1.8112;1.9464;1.77473;1.8956;1.2414;1.95369;1.90055;2.67277;1.74369;1.9047;1.97776;2.7442;2.74629;2.68204;2.64888;1.85179;1.86803;2.6336;1.79274;1.80304;1.87059;1.86582;3.59809;1.93436;1.92885;2.11504;2.11492;1.9386;51;1.90766;1.91039;1.89303;1.66684;1.13274;1.15242;2.6993;1.79593;2.7926;1.6334;3.575;
1.93122;0.97012;1.95008;0;1.90991;2.34777;1.80584;1.91806;1.8983;3.20828;1.9388;1.85163;2.45065;2.71185;1.88575;2.64277;1.94384;1.94047;1.9805;3.14506;3.30607;1.96792;2.81636;2.85515;0.9808;2.68931;3.25316;3.2694;2.67403;3.19411;1.9119;2.88873;1.91452;1.90389;3.33573;3.33022;3.51641;3.0243;3.33997;51;3.30903;3.31176;3.2944;3.06821;2.53411;2.55379;2.73973;1.90513;2.84135;1.79852;1.8983;
1.89029;0.93979;1.86116;1.90991;0;0.91476;1.45669;1.88774;2.70337;1.8839;1.86321;1.77957;1.91476;1.74309;1.85543;1.20976;1.91352;1.86891;2.64113;1.71205;1.87307;1.93759;2.71257;2.71465;2.6504;2.61725;1.82015;1.8364;2.60197;1.7611;1.7714;1.83895;1.83418;3.56645;1.90272;1.89721;2.0834;2.08328;1.90697;51;1.87602;1.87875;1.86139;1.63521;1.1011;1.12078;2.66767;1.7643;0.93144;1.60176;3.54337;
2.33875;1.37765;0.9464;2.34777;0.91476;0;0.54193;2.3256;1.7886;0.96913;0.94844;0.8648;1;0.82833;0.95597;0.295;1.9526;0.95415;1.72637;0.79729;0.9583;1.18324;1.7978;1.79989;1.73564;1.70248;0.90539;0.92163;1.6872;0.84634;0.85664;0.92419;0.91942;2.65169;0.98796;0.98245;1.16864;1.16852;0.9922;51;0.96126;0.96399;0.94663;0.72044;0.18634;0.20602;1.7529;0.84953;1.8462;0.687;2.6286;
1.79683;0.83573;1.48833;1.80584;1.45669;0.54193;0;1.78367;2.33053;1.51106;1.49037;1.40673;1.54193;1.37025;1.4979;0.83693;1.80945;1.49608;2.2683;1.33922;1.50023;1.72517;2.33973;2.34182;2.27756;2.24441;1.44732;1.46356;2.22913;1.38827;1.39857;1.46611;1.46134;3.19362;1.52988;1.52437;1.71057;1.71044;1.53413;51;1.50318;1.50592;1.48855;1.26237;0.72827;0.74794;2.29483;1.39146;2.38813;1.22893;3.17053;
1.90905;0.94795;1.92791;1.91806;1.88774;2.3256;1.78367;0;1.8648;3.16273;1.91663;1.7972;2.4051;2.6663;1.86358;2.6206;1.92167;1.9183;0.93563;3.12289;3.2839;1.94052;0.8983;2.78271;0.9473;2.63488;3.23099;3.24723;2.6196;3.17194;1.83946;2.86656;1.89235;1.82349;3.31356;3.30805;3.49424;2.97875;3.3178;51;3.28686;3.28959;3.27223;3.04604;2.51194;2.53162;2.6853;1.87163;2.81918;1.77635;1.8648;
3.7664;2.8053;2.735;1.8983;2.70337;1.7886;2.33053;1.8648;0;2.28933;2.73705;0.9238;1.5317;1.7929;2.0966;2.0836;2.4843;2.74275;1.78537;2.39045;2.47501;1.91072;2.7631;2.79185;0.9175;1.76148;2.48277;2.71024;1.7462;2.5127;1.8486;2.71279;1.8803;1.84059;2.77656;2.77105;2.80912;2.10535;2.4534;51;2.50944;2.49311;2.50366;2.50609;1.8894;1.8264;1.8119;1.84183;3.6348;2.4756;1.835;
3.19927;2.23817;1.91553;3.20828;1.8839;0.96913;1.51106;3.16273;2.28933;0;1.91758;1.36553;0.75763;1.01883;1.32253;1.26413;1.71023;1.92328;2.2271;1.61638;1.70094;2.15237;2.76694;2.76902;2.23637;2.20321;1.7087;1.89077;2.18793;1.73863;1.82577;1.89332;1.88855;3.15242;1.95709;1.95158;2.13777;1.33128;1.67933;51;1.73538;1.71904;1.7296;1.68957;1.15547;1.17515;2.25363;1.81867;2.81533;1.65613;3.12933;
