Time	B0	B1	B2	B3
0.00000	64	 0	0	0
0.18634	63	 0	0	0
0.19672	62	 0	0	0
0.23080	61	 0	0	0
0.26120	60	 0	0	0
0.29500	59	 0	0	0
0.44250	58	 0	0	0
0.54193	57	 0	0	0
0.56490	56	 0	0	0
0.57365	55	 0	0	0
0.60790	54	 0	0	0
0.64431	53	 0	0	0
0.64716	52	 0	0	0
0.65700	51	 0	0	0
0.68700	50	 0	0	0
0.69690	49	 0	0	0
0.79847	48	 0	0	0
0.80760	47	 0	0	0
0.82640	46	 0	0	0
0.82644	45	 0	0	0
0.82833	45	 1	0	0
0.82840	44	 1	0	0
0.84543	43	 1	0	0
0.85640	42	 1	0	0
0.85664	41	 1	0	0
0.85875	41	 2	0	0
0.86157	40	 2	0	0
0.86480	40	 3	0	0
0.86675	39	 3	0	0
0.86780	38	 3	0	0
0.86910	38	 2	0	0
0.87083	38	 3	0	0
0.87420	37	 3	0	0
0.87558	36	 3	0	0
0.88106	35	 3	0	0
0.88822	34	 3	0	0
0.89440	33	 3	0	0
0.89504	32	 3	0	0
0.89620	31	 3	0	0
0.89973	30	 3	0	0
0.90260	29	 3	0	0
0.90539	28	 3	0	0
0.91269	28	 4	0	0
0.91476	27	 4	0	0
0.91750	26	 6	0	0
0.91942	25	 6	0	0
0.92157	24	 6	0	0
0.92163	24	 7	0	0
0.92170	23	 7	0	0
0.92244	23	 8	0	0
0.92254	22	 8	0	0
0.92275	22	 9	0	0
0.92285	22	10	0	0
0.92419	21	10	0	0
0.92495	20	10	0	0
0.92519	20	11	0	0
0.92532	20	12	0	0
0.92541	19	12	0	0
0.92600	19	13	0	0
0.92654	19	14	0	0
0.92687	18	14	0	0
0.92703	18	15	0	0
0.92980	17	15	0	0
0.93010	17	16	0	0
0.93110	17	17	0	0
0.93290	17	18	0	0
0.93313	16	18	0	0
0.93563	16	19	0	0
0.93565	15	19	0	0
0.93925	15	20	0	0
0.93979	15	21	0	0
0.93980	15	22	0	0
0.93997	14	22	0	0
0.94067	14	23	0	0
0.94140	14	24	0	0
0.94313	14	25	0	0
0.94331	14	26	0	0
0.94384	14	27	0	0
0.94490	14	28	0	0
0.94520	14	29	0	0
0.94795	14	30	0	0
0.94880	14	31	0	0
0.95047	14	32	0	0
0.95107	14	33	0	0
0.95260	14	34	0	0
0.95280	14	35	0	0
0.95333	14	36	0	0
0.95415	13	36	0	0
0.95416	13	37	0	0
0.95807	12	37	0	0
0.95870	11	37	0	0
0.95885	11	38	0	0
0.96126	10	38	0	0
0.96250	10	39	0	0
0.96336	10	40	0	0
0.96403	10	41	0	0
0.96530	 9	41	0	0
0.96840	 9	42	0	0
0.96876	 9	43	0	0
0.96886	 9	42	0	0
0.97049	 8	42	0	0
0.97299	 8	43	0	0
0.97373	 8	44	0	0
0.97564	 7	44	0	0
0.97688	 6	44	0	0
0.97728	 5	44	0	0
0.97774	 5	45	0	0
0.98230	 5	46	0	0
0.98240	 5	47	0	0
0.98321	 5	48	0	0
0.98418	 5	49	0	0
0.98420	 5	50	0	0
0.98428	 5	51	0	0
0.98732	 5	52	0	0
0.98796	 4	52	0	0
0.99000	 3	52	0	0
0.99022	 2	52	0	0
0.99073	 2	53	0	0
0.99125	 2	54	0	0
0.99268	 1	55	0	0
0.99322	 1	56	0	0
0.99350	 1	57	0	0
0.99390	 1	58	0	0
0.99654	 1	59	0	0
0.99733	 1	60	0	0
0.99820	 1	58	0	0
0.99970	 1	60	0	0
1.00000	 1	51	0	0
1.18395	 1	50	0	0
1.18909	 1	49	0	0
1.29147	 1	48	0	0
1.33131	 1	47	0	0
1.45190	 1	46	0	0
1.46134	 1	45	0	0
1.46879	 1	42	0	0
1.47075	 1	41	0	0
1.50380	 1	40	0	0
1.51196	 1	39	0	0
1.51514	 1	35	0	0
1.53538	 1	33	0	0
1.56658	 1	31	0	0
1.56880	 1	30	0	0
1.59029	 1	29	0	0
1.59996	 1	28	0	0
1.60050	 1	27	0	0
1.63670	 1	26	0	0
1.64170	 1	23	0	0
1.69420	 1	21	0	0
1.72420	 1	20	0	0
1.73060	 1	17	0	0
1.74390	 1	16	0	0
1.75080	 1	13	0	0
1.75900	 1	12	0	0
1.76220	 1	11	0	0
1.76707	 1	10	0	0
1.76780	 1	 9	0	0
1.77390	 1	 8	0	0
1.78537	 1	 7	0	0
1.79124	 1	 3	0	0
1.82108	 1	 2	0	0
1.83994	 1	 1	1	0
1.84539	 1	 1	0	0
1.84698	 1	 1	1	0
1.84785	 1	 1	0	0
1.84899	 1	 1	0	1
1.84947	 1	 1	0	0
1.93579	 1	 0	0	0
    Inf	 1	 0	0	0
